INFO 2024-09-28 09:10:42,755 autoreload Watching for file changes with StatReloader
DEBUG 2024-09-28 09:11:54,164 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\unittest\util.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:11:54,164 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\html\entities.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:11:54,164 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\unittest\runner.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:11:54,164 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\auth\forms.py first seen with mtime 1727535191.795809
DEBUG 2024-09-28 09:11:54,164 autoreload File D:\New folder\Inventory\env\Lib\site-packages\redis\_parsers\resp2.py first seen with mtime 1727536050.6625767
DEBUG 2024-09-28 09:11:54,164 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\models\indexes.py first seen with mtime 1727535193.916767
DEBUG 2024-09-28 09:11:54,164 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\admin\exceptions.py first seen with mtime 1727535190.9516442
DEBUG 2024-09-28 09:11:54,165 autoreload File D:\New folder\Inventory\env\Lib\site-packages\redis\sentinel.py first seen with mtime 1727536050.6504335
DEBUG 2024-09-28 09:11:54,165 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\shutil.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:11:54,165 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\graphlib.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:11:54,165 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\urllib\__init__.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:11:54,165 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\backends\postgresql\base.py first seen with mtime 1727535193.8673558
DEBUG 2024-09-28 09:11:54,165 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\sessions\models.py first seen with mtime 1727535193.2823544
DEBUG 2024-09-28 09:11:54,165 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\template\defaulttags.py first seen with mtime 1727535194.022572
DEBUG 2024-09-28 09:11:54,165 autoreload File D:\New folder\Inventory\env\Lib\site-packages\jwt\__init__.py first seen with mtime 1727535884.946119
DEBUG 2024-09-28 09:11:54,165 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\email\headerregistry.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:11:54,165 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\utils\text.py first seen with mtime 1727535194.0799282
DEBUG 2024-09-28 09:11:54,165 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\backends\base\creation.py first seen with mtime 1727535193.8190842
DEBUG 2024-09-28 09:11:54,166 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\fnmatch.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:11:54,166 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\collections\__init__.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:11:54,166 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\sessions\__init__.py first seen with mtime 1727535193.278365
DEBUG 2024-09-28 09:11:54,166 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\subprocess.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:11:54,166 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\postgres\forms\ranges.py first seen with mtime 1727535192.9453068
DEBUG 2024-09-28 09:11:54,166 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\core\handlers\exception.py first seen with mtime 1727535193.7204714
DEBUG 2024-09-28 09:11:54,166 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework\generics.py first seen with mtime 1727535794.5562577
DEBUG 2024-09-28 09:11:54,166 autoreload File D:\New folder\Inventory\inventory\user_inventory\urls.py first seen with mtime 1727538693.820907
DEBUG 2024-09-28 09:11:54,166 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\models\fields\reverse_related.py first seen with mtime 1727535193.9305701
DEBUG 2024-09-28 09:11:54,166 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\json\__init__.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:11:54,167 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\string.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:11:54,167 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\admin\__init__.py first seen with mtime 1727535190.9486678
DEBUG 2024-09-28 09:11:54,167 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\models\constants.py first seen with mtime 1727535193.9127486
DEBUG 2024-09-28 09:11:54,167 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\models\query_utils.py first seen with mtime 1727535193.9200964
DEBUG 2024-09-28 09:11:54,167 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\template\backends\django.py first seen with mtime 1727535194.0286362
DEBUG 2024-09-28 09:11:54,167 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\html\__init__.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:11:54,167 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\models\options.py first seen with mtime 1727535193.9190986
DEBUG 2024-09-28 09:11:54,167 autoreload File D:\New folder\Inventory\env\Lib\site-packages\redis\asyncio\sentinel.py first seen with mtime 1727536050.6715531
DEBUG 2024-09-28 09:11:54,167 autoreload File D:\New folder\Inventory\env\Lib\site-packages\redis\typing.py first seen with mtime 1727536050.651429
DEBUG 2024-09-28 09:11:54,167 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework\mixins.py first seen with mtime 1727535794.5582528
DEBUG 2024-09-28 09:11:54,168 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\shortcuts.py first seen with mtime 1727535190.5794375
DEBUG 2024-09-28 09:11:54,168 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\views\static.py first seen with mtime 1727535194.0937426
DEBUG 2024-09-28 09:11:54,168 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\contextlib.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:11:54,168 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\auth\management\__init__.py first seen with mtime 1727535192.0075066
DEBUG 2024-09-28 09:11:54,168 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\models\sql\subqueries.py first seen with mtime 1727535193.9412508
DEBUG 2024-09-28 09:11:54,168 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\DLLs\_ssl.pyd first seen with mtime 1717728902.0
DEBUG 2024-09-28 09:11:54,168 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\forms\forms.py first seen with mtime 1727535193.9472196
DEBUG 2024-09-28 09:11:54,168 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\socketserver.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:11:54,168 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework\serializers.py first seen with mtime 1727535794.569627
DEBUG 2024-09-28 09:11:54,168 autoreload File D:\New folder\Inventory\env\Lib\site-packages\redis\commands\__init__.py first seen with mtime 1727536050.673808
DEBUG 2024-09-28 09:11:54,169 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\core\files\__init__.py first seen with mtime 1727535193.7072606
DEBUG 2024-09-28 09:11:54,169 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\DLLs\_queue.pyd first seen with mtime 1717728902.0
DEBUG 2024-09-28 09:11:54,169 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\pkgutil.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:11:54,169 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\typing.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:11:54,169 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\models\fields\proxy.py first seen with mtime 1727535193.9270635
DEBUG 2024-09-28 09:11:54,169 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\urllib\error.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:11:54,169 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\migrations\__init__.py first seen with mtime 1727535193.894912
DEBUG 2024-09-28 09:11:54,169 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\models\functions\window.py first seen with mtime 1727535193.9360578
DEBUG 2024-09-28 09:11:54,169 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\core\handlers\base.py first seen with mtime 1727535193.7194598
DEBUG 2024-09-28 09:11:54,169 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\threading.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:11:54,170 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\heapq.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:11:54,170 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\templatetags\i18n.py first seen with mtime 1727535194.0373642
DEBUG 2024-09-28 09:11:54,170 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\email\__init__.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:11:54,170 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\asyncio\mixins.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:11:54,170 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\migrations\migration.py first seen with mtime 1727535193.9007
DEBUG 2024-09-28 09:11:54,170 autoreload File D:\New folder\Inventory\env\Lib\site-packages\cryptography\hazmat\primitives\asymmetric\dsa.py first seen with mtime 1727535808.669057
DEBUG 2024-09-28 09:11:54,170 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\concurrent\futures\thread.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:11:54,170 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\utils.py first seen with mtime 1727535193.7785625
DEBUG 2024-09-28 09:11:54,170 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\core\__init__.py first seen with mtime 1727535193.6818626
DEBUG 2024-09-28 09:11:54,170 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\core\mail\message.py first seen with mtime 1727535193.724267
DEBUG 2024-09-28 09:11:54,171 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework\relations.py first seen with mtime 1727535794.56324
DEBUG 2024-09-28 09:11:54,171 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\backends\postgresql\features.py first seen with mtime 1727535193.8709161
DEBUG 2024-09-28 09:11:54,172 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\wsgiref\simple_server.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:11:54,172 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\http\__init__.py first seen with mtime 1727535194.0076213
DEBUG 2024-09-28 09:11:54,172 autoreload File D:\New folder\Inventory\env\Lib\site-packages\redis\asyncio\cluster.py first seen with mtime 1727536050.6677816
DEBUG 2024-09-28 09:11:54,172 autoreload File D:\New folder\Inventory\env\Lib\site-packages\sqlparse\__init__.py first seen with mtime 1727535189.2547443
DEBUG 2024-09-28 09:11:54,172 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\xml\dom\domreg.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:11:54,172 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\importlib\_abc.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:11:54,172 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\core\checks\templates.py first seen with mtime 1727535193.7006173
DEBUG 2024-09-28 09:11:54,172 autoreload File D:\New folder\Inventory\env\Lib\site-packages\cryptography\hazmat\_oid.py first seen with mtime 1727535808.700378
DEBUG 2024-09-28 09:11:54,173 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework_simplejwt\token_blacklist\models.py first seen with mtime 1727535885.2159104
DEBUG 2024-09-28 09:11:54,173 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\migrations\utils.py first seen with mtime 1727535193.905248
DEBUG 2024-09-28 09:11:54,173 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\ctypes\_endian.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:11:54,173 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\views\generic\list.py first seen with mtime 1727535194.1116486
DEBUG 2024-09-28 09:11:54,173 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\xml\dom\NodeFilter.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:11:54,173 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework\status.py first seen with mtime 1727535794.5706246
DEBUG 2024-09-28 09:11:54,173 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\zoneinfo\_tzpath.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:11:54,173 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\email\_policybase.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:11:54,173 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\postgres\utils.py first seen with mtime 1727535192.923519
DEBUG 2024-09-28 09:11:54,173 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\views\csrf.py first seen with mtime 1727535194.0907753
DEBUG 2024-09-28 09:11:54,174 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\opcode.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:11:54,174 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\models\query.py first seen with mtime 1727535193.9200964
DEBUG 2024-09-28 09:11:54,174 autoreload File D:\New folder\Inventory\env\Lib\site-packages\cryptography\hazmat\primitives\asymmetric\ed448.py first seen with mtime 1727535808.6711369
DEBUG 2024-09-28 09:11:54,174 autoreload File D:\New folder\Inventory\env\Lib\site-packages\cryptography\hazmat\primitives\asymmetric\rsa.py first seen with mtime 1727535808.6730447
DEBUG 2024-09-28 09:11:54,174 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\core\serializers\python.py first seen with mtime 1727535193.7684882
DEBUG 2024-09-28 09:11:54,174 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\hashlib.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:11:54,174 autoreload File D:\New folder\Inventory\env\Lib\site-packages\cryptography\hazmat\primitives\ciphers\modes.py first seen with mtime 1727535808.6795406
DEBUG 2024-09-28 09:11:54,174 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\models\fields\files.py first seen with mtime 1727535193.924529
DEBUG 2024-09-28 09:11:54,174 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\template\loaders\cached.py first seen with mtime 1727535194.0336082
DEBUG 2024-09-28 09:11:54,174 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\staticfiles\management\commands\__init__.py first seen with mtime 1727535193.6767838
DEBUG 2024-09-28 09:11:54,174 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\core\files\images.py first seen with mtime 1727535193.7079728
DEBUG 2024-09-28 09:11:54,175 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\urls\resolvers.py first seen with mtime 1727535194.051099
DEBUG 2024-09-28 09:11:54,175 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework\renderers.py first seen with mtime 1727535794.5646408
DEBUG 2024-09-28 09:11:54,175 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\utils\deconstruct.py first seen with mtime 1727535194.0628872
DEBUG 2024-09-28 09:11:54,175 autoreload File D:\New folder\Inventory\env\Lib\site-packages\jwt\exceptions.py first seen with mtime 1727535884.9509325
DEBUG 2024-09-28 09:11:54,175 autoreload File D:\New folder\Inventory\env\Lib\site-packages\asgiref\sync.py first seen with mtime 1727535190.335526
DEBUG 2024-09-28 09:11:54,175 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\urls\base.py first seen with mtime 1727535194.0490603
DEBUG 2024-09-28 09:11:54,175 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\models\signals.py first seen with mtime 1727535193.921093
DEBUG 2024-09-28 09:11:54,175 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\backends\postgresql\psycopg_any.py first seen with mtime 1727535193.874542
DEBUG 2024-09-28 09:11:54,175 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\test\testcases.py first seen with mtime 1727535194.0463817
DEBUG 2024-09-28 09:11:54,175 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\importlib\metadata\_adapters.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:11:54,175 autoreload File D:\New folder\Inventory\env\Lib\site-packages\sqlparse\filters\right_margin.py first seen with mtime 1727535189.2694461
DEBUG 2024-09-28 09:11:54,176 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\models\sql\datastructures.py first seen with mtime 1727535193.9390416
DEBUG 2024-09-28 09:11:54,176 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\asyncio\threads.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:11:54,176 autoreload File D:\New folder\Inventory\env\Lib\site-packages\redis\asyncio\connection.py first seen with mtime 1727536050.6685605
DEBUG 2024-09-28 09:11:54,176 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\contenttypes\__init__.py first seen with mtime 1727535192.019524
DEBUG 2024-09-28 09:11:54,176 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\utils\module_loading.py first seen with mtime 1727535194.075362
DEBUG 2024-09-28 09:11:54,176 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\apps\registry.py first seen with mtime 1727535190.5824304
DEBUG 2024-09-28 09:11:54,176 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\backends\postgresql\operations.py first seen with mtime 1727535193.872851
DEBUG 2024-09-28 09:11:54,176 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\__future__.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:11:54,176 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\http\server.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:11:54,176 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\core\management\commands\__init__.py first seen with mtime 1727535193.7400086
DEBUG 2024-09-28 09:11:54,176 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\asyncio\coroutines.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:11:55,477 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\migrations\recorder.py first seen with mtime 1727535193.9025912
DEBUG 2024-09-28 09:11:55,478 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\admin\migrations\0001_initial.py first seen with mtime 1727535191.449268
DEBUG 2024-09-28 09:11:55,480 autoreload File D:\New folder\Inventory\inventory\inventory\wsgi.py first seen with mtime 1727535330.851035
DEBUG 2024-09-28 09:11:55,480 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\contenttypes\migrations\0002_remove_content_type_name.py first seen with mtime 1727535192.1835804
DEBUG 2024-09-28 09:11:55,480 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\auth\migrations\0005_alter_user_last_login_null.py first seen with mtime 1727535192.012492
DEBUG 2024-09-28 09:11:55,481 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\migrations\executor.py first seen with mtime 1727535193.898232
DEBUG 2024-09-28 09:11:55,481 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\auth\migrations\0006_require_contenttypes_0002.py first seen with mtime 1727535192.013491
DEBUG 2024-09-28 09:11:55,483 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\sessions\backends\__init__.py first seen with mtime 1727535193.2836685
DEBUG 2024-09-28 09:11:55,483 autoreload File D:\New folder\Inventory\inventory\user_inventory\migrations\0001_initial.py first seen with mtime 1727535715.7526832
DEBUG 2024-09-28 09:11:55,485 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\sessions\backends\db.py first seen with mtime 1727535193.2867706
DEBUG 2024-09-28 09:11:55,485 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\sessions\backends\base.py first seen with mtime 1727535193.2847722
DEBUG 2024-09-28 09:11:55,485 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\encodings\idna.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:11:55,486 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\migrations\loader.py first seen with mtime 1727535193.899494
DEBUG 2024-09-28 09:11:55,486 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\auth\migrations\0007_alter_validators_add_error_messages.py first seen with mtime 1727535192.013491
DEBUG 2024-09-28 09:11:55,487 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\messages\middleware.py first seen with mtime 1727535192.9052794
DEBUG 2024-09-28 09:11:55,487 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\contenttypes\migrations\0001_initial.py first seen with mtime 1727535192.1826093
DEBUG 2024-09-28 09:11:55,488 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\auth\migrations\0003_alter_user_email_max_length.py first seen with mtime 1727535192.0114954
DEBUG 2024-09-28 09:11:55,488 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\middleware\clickjacking.py first seen with mtime 1727535194.0128536
DEBUG 2024-09-28 09:11:55,489 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\middleware\common.py first seen with mtime 1727535194.0128536
DEBUG 2024-09-28 09:11:55,490 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\sessions\exceptions.py first seen with mtime 1727535193.2803607
DEBUG 2024-09-28 09:11:55,490 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\auth\migrations\0009_alter_user_last_name_max_length.py first seen with mtime 1727535192.0155094
DEBUG 2024-09-28 09:11:55,490 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\auth\migrations\0012_alter_user_first_name_max_length.py first seen with mtime 1727535192.0176415
DEBUG 2024-09-28 09:11:55,490 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\admin\migrations\__init__.py first seen with mtime 1727535191.4520967
DEBUG 2024-09-28 09:11:55,491 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\admin\migrations\0003_logentry_add_action_flag_choices.py first seen with mtime 1727535191.4520967
DEBUG 2024-09-28 09:11:55,492 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\models\sql\compiler.py first seen with mtime 1727535193.937047
DEBUG 2024-09-28 09:11:55,492 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\auth\migrations\0004_alter_user_username_opts.py first seen with mtime 1727535192.0114954
DEBUG 2024-09-28 09:11:55,495 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\sessions\migrations\0001_initial.py first seen with mtime 1727535193.455589
DEBUG 2024-09-28 09:11:55,497 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\auth\migrations\0010_alter_group_name_max_length.py first seen with mtime 1727535192.0155094
DEBUG 2024-09-28 09:11:55,497 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\sessions\migrations\__init__.py first seen with mtime 1727535193.456606
DEBUG 2024-09-28 09:11:55,500 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\contenttypes\migrations\__init__.py first seen with mtime 1727535192.1835804
DEBUG 2024-09-28 09:11:55,502 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\auth\migrations\0002_alter_permission_name_max_length.py first seen with mtime 1727535192.0104992
DEBUG 2024-09-28 09:11:55,504 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\auth\migrations\__init__.py first seen with mtime 1727535192.0176415
DEBUG 2024-09-28 09:11:55,504 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\sessions\middleware.py first seen with mtime 1727535193.2815423
DEBUG 2024-09-28 09:11:55,505 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\auth\migrations\0008_alter_user_username_max_length.py first seen with mtime 1727535192.0144875
DEBUG 2024-09-28 09:11:55,507 autoreload File D:\New folder\Inventory\inventory\user_inventory\migrations\__init__.py first seen with mtime 1727535372.1287315
DEBUG 2024-09-28 09:11:55,508 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\stringprep.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:11:55,509 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\auth\migrations\0001_initial.py first seen with mtime 1727535192.0095015
DEBUG 2024-09-28 09:11:55,509 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\migrations\graph.py first seen with mtime 1727535193.8984916
DEBUG 2024-09-28 09:11:55,510 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\admin\migrations\0002_logentry_remove_auto_add.py first seen with mtime 1727535191.4505873
DEBUG 2024-09-28 09:11:55,510 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\auth\migrations\0011_update_proxy_permissions.py first seen with mtime 1727535192.0165102
DEBUG 2024-09-28 09:13:43,707 autoreload File D:\New folder\Inventory\inventory\user_inventory\views.py previous mtime: 1727538955.1018658, current mtime: 1727540022.899163
DEBUG 2024-09-28 09:13:43,707 autoreload D:\New folder\Inventory\inventory\user_inventory\views.py notified as changed. Signal results: [(<function template_changed at 0x0000020E0F92D1C0>, None), (<function translation_file_changed at 0x0000020E1089B4C0>, None)].
INFO 2024-09-28 09:13:43,707 autoreload D:\New folder\Inventory\inventory\user_inventory\views.py changed, reloading.
INFO 2024-09-28 09:13:44,886 autoreload Watching for file changes with StatReloader
DEBUG 2024-09-28 09:13:44,888 autoreload Waiting for apps ready_event.
DEBUG 2024-09-28 09:13:45,232 autoreload Apps ready_event triggered. Sending autoreload_started signal.
DEBUG 2024-09-28 09:13:45,262 autoreload Watching dir D:\New folder\Inventory\inventory\locale with glob **/*.mo.
DEBUG 2024-09-28 09:13:45,262 autoreload Watching dir D:\New folder\Inventory\inventory\user_inventory\locale with glob **/*.mo.
DEBUG 2024-09-28 09:13:45,385 utils (0.016) 
            SELECT
                c.relname,
                CASE
                    WHEN c.relispartition THEN 'p'
                    WHEN c.relkind IN ('m', 'v') THEN 'v'
                    ELSE 't'
                END,
                obj_description(c.oid, 'pg_class')
            FROM pg_catalog.pg_class c
            LEFT JOIN pg_catalog.pg_namespace n ON n.oid = c.relnamespace
            WHERE c.relkind IN ('f', 'm', 'p', 'r', 'v')
                AND n.nspname NOT IN ('pg_catalog', 'pg_toast')
                AND pg_catalog.pg_table_is_visible(c.oid)
        ; args=None; alias=default
DEBUG 2024-09-28 09:13:45,389 utils (0.000) SELECT "django_migrations"."id", "django_migrations"."app", "django_migrations"."name", "django_migrations"."applied" FROM "django_migrations"; args=(); alias=default
